Category,Priority,Title,Venue,Year,File,PDF_URL,Relevance
03_Graph_Construction,Supporting,GraphRel: Modeling Text as Relational Graphs for Joint Entity and Relation Extraction,ACL,2019,03_Graph_Construction/08_GraphRel_ACL_2019.pdf,https://aclanthology.org/P19-1136.pdf,Joint entity and relation extraction
03_Graph_Construction,Supporting,A Novel Table-to-Graph Generation Approach for Document-Level Joint Entity and Relation Extraction,ACL,2023,03_Graph_Construction/09_TaG_ACL_2023.pdf,https://aclanthology.org/2023.acl-long.607.pdf,Joint typed extraction baseline
03_Graph_Construction,Supporting,Joint Entity and Relation Extraction with Span Pruning and Hypergraph Neural Networks,EMNLP,2023,03_Graph_Construction/10_HGERE_EMNLP_2023.pdf,https://aclanthology.org/2023.emnlp-main.467.pdf,Joint extraction and pipeline error-propagation evidence
03_Graph_Construction,Supporting,One Model Any Conjunctive Query: GNNs for Answering Queries over Incomplete Knowledge Graphs,arXiv,2024,03_Graph_Construction/11_One_Model_Any_Conjunctive_Query_2024.pdf,https://arxiv.org/pdf/2409.13959,Limits of query answering over incomplete graphs
03_Graph_Construction,Supporting,How to Mitigate Information Loss in Knowledge Graphs for GraphRAG,IJCAI,2025,03_Graph_Construction/12_Mitigating_Information_Loss_in_KGs_for_GraphRAG_IJCAI_2025.pdf,https://www.ijcai.org/proceedings/2025/0901.pdf,Graph-construction information-loss analysis
03_Graph_Construction,Supporting,Instant Graph Neural Networks for Dynamic Graphs,IJCAI,2022,03_Graph_Construction/13_InstantGNN_IJCAI_2022.pdf,https://www.ijcai.org/proceedings/2022/0438.pdf,Marginal: incremental update efficiency for Stage B
03_Graph_Construction,Supporting,InkStream: Incremental Data Stream Processing for Dynamic Graph Neural Networks,IPDPS,2025,03_Graph_Construction/14_InkStream_IPDPS_2025.pdf,https://www.comp.nus.edu.sg/~tulika/IPDPS25.pdf,Marginal: systems-venue incremental GNN inference
04_Retrieval_and_Search,Core,GNN-RAG: Graph Neural Retrieval for Efficient LLM Reasoning on Knowledge Graphs,Findings of ACL,2025,04_Retrieval_and_Search/01_GNN_RAG_Findings_ACL_2025.pdf,https://aclanthology.org/2025.findings-acl.856.pdf,GNN graph retrieval baseline
04_Retrieval_and_Search,Core,GFM-RAG: Graph Foundation Model for Retrieval Augmented Generation,NeurIPS,2025,04_Retrieval_and_Search/02_GFM_RAG_NeurIPS_2025.pdf,https://papers.nips.cc/paper_files/paper/2025/file/33ca0b1102b54c191a9a45a05adafaf4-Paper-Conference.pdf,Query-conditioned graph foundation retriever
04_Retrieval_and_Search,Core,G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,NeurIPS,2024,04_Retrieval_and_Search/03_G_Retriever_NeurIPS_2024.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/efaf1c9726648c8ba363a5c927440529-Paper-Conference.pdf,PCST connected-subgraph search baseline
04_Retrieval_and_Search,Supporting,Reasoning on Graphs: Faithful and Interpretable Large Language Model Reasoning,ICLR,2024,04_Retrieval_and_Search/04_RoG_ICLR_2024.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/file/3e2aeb66481dd63a32421bf032b70384-Paper-Conference.pdf,Relation planning and executable graph paths
04_Retrieval_and_Search,Core,Simple Is Effective: The Roles of Graphs and LLMs in Knowledge-Graph-Based RAG,ICLR,2025,04_Retrieval_and_Search/05_SubgraphRAG_ICLR_2025.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/11e1900e680f5fe1893a8e27362dbe2c-Paper-Conference.pdf,Lightweight parallel triple-scoring baseline
04_Retrieval_and_Search,Core,HippoRAG: Neurobiologically Inspired Long-Term Memory for Large Language Models,NeurIPS,2024,04_Retrieval_and_Search/06_HippoRAG_NeurIPS_2024.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/6ddc001d07ca4f319af96a3024f6dbd1-Paper-Conference.pdf,PPR-based graph retrieval baseline
04_Retrieval_and_Search,Supporting,KG2RAG: Knowledge Graph-Guided Retrieval Augmented Generation,NAACL,2025,04_Retrieval_and_Search/07_KG2RAG_NAACL_2025.pdf,https://aclanthology.org/2025.naacl-long.449.pdf,Seed retrieval graph expansion and organization
04_Retrieval_and_Search,Core,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,ACL,2023,04_Retrieval_and_Search/08_IRCoT_ACL_2023.pdf,https://aclanthology.org/2023.acl-long.557.pdf,Iterative retrieval baseline capped at two rounds
04_Retrieval_and_Search,Supporting,Active Retrieval Augmented Generation,EMNLP,2023,04_Retrieval_and_Search/09_FLARE_EMNLP_2023.pdf,https://aclanthology.org/2023.emnlp-main.495.pdf,Marginal: retrieval during generation which GRAFT does not do
04_Retrieval_and_Search,Supporting,KiRAG: Knowledge-Driven Iterative Retriever for Enhancing Retrieval-Augmented Generation,ACL,2025,04_Retrieval_and_Search/10_KiRAG_ACL_2025.pdf,https://aclanthology.org/2025.acl-long.929.pdf,Iterative knowledge-driven retrieval
04_Retrieval_and_Search,Baseline,R3-RAG: Learning Step-by-Step Reasoning and Retrieval for LLMs via Reinforcement Learning,Findings of EMNLP,2025,04_Retrieval_and_Search/11_R3_RAG_Findings_EMNLP_2025.pdf,https://aclanthology.org/2025.findings-emnlp.554.pdf,RL retrieval with process rewards
04_Retrieval_and_Search,Core,Can we Retrieve Everything All at Once? ARM: An Alignment-Oriented LLM-based Retrieval Method,ACL,2025,04_Retrieval_and_Search/12_ARM_ACL_2025.pdf,https://aclanthology.org/2025.acl-long.1463.pdf,Mixed-integer programming retrieve-all-at-once search baseline
04_Retrieval_and_Search,Core,A*Net: A Scalable Path-Based Reasoning Approach for Knowledge Graphs,NeurIPS,2023,04_Retrieval_and_Search/13_AStarNet_NeurIPS_2023.pdf,https://papers.nips.cc/paper_files/paper/2023/file/b9e98316cb72fee82cc1160da5810abc-Paper-Conference.pdf,Learned priority traversal for KGs and better A* baseline than Neural A*
04_Retrieval_and_Search,Core,Enhancing Agentic Textual Graph Retrieval with Synthetic Stepwise Supervision,ACL,2026,04_Retrieval_and_Search/14_Graph_S3_ACL_2026.pdf,https://aclanthology.org/2026.acl-long.1169.pdf,Strong stepwise-supervised graph retrieval baseline
04_Retrieval_and_Search,Provisional,Beyond Static Retrieval: Opportunities and Pitfalls of Iterative Retrieval in GraphRAG,arXiv,2025,04_Retrieval_and_Search/15_Beyond_Static_Retrieval_GraphRAG_2025.pdf,https://arxiv.org/pdf/2509.25530,Iterative GraphRAG ranking failures and over-retrieval
04_Retrieval_and_Search,Provisional,What Survives Into Context: A Diagnostic for Budget-Constrained Multi-Hop RAG and When Submodular Evidence Packing Improves It,arXiv,2026,04_Retrieval_and_Search/16_What_Survives_Into_Context_2026.pdf,https://arxiv.org/pdf/2607.00725,Evidence packing scope conditions and answer-in-context diagnostic
04_Retrieval_and_Search,Supporting,Path Planning using Neural A* Search,ICML,2021,04_Retrieval_and_Search/17_Neural_AStar_ICML_2021.pdf,https://proceedings.mlr.press/v139/yonetani21a/yonetani21a.pdf,Adapted learned A* baseline with stated adaptation limits
04_Retrieval_and_Search,Baseline,MCTS-RAG: Enhancing Retrieval-Augmented Generation with Monte Carlo Tree Search,Findings of EMNLP,2025,04_Retrieval_and_Search/18_MCTS_RAG_Findings_EMNLP_2025.pdf,https://aclanthology.org/2025.findings-emnlp.672.pdf,MCTS retrieval-search baseline
04_Retrieval_and_Search,Baseline,AirRAG: Autonomous Strategic Planning and Reasoning Steer Retrieval-Augmented Generation,Findings of EMNLP,2025,04_Retrieval_and_Search/19_AirRAG_Findings_EMNLP_2025.pdf,https://aclanthology.org/2025.findings-emnlp.1030.pdf,Planning and reasoning search baseline
04_Retrieval_and_Search,Baseline,Diverse Beam Search for Improved Description of Complex Scenes,AAAI,2018,04_Retrieval_and_Search/20_Diverse_Beam_Search_AAAI_2018.pdf,https://cdn.aaai.org/ojs/12340/12340-13-15868-1-2-20201228.pdf,Diverse-beam search baseline
04_Retrieval_and_Search,Supporting,An Analysis of Approximations for Maximizing Submodular Set Functions I,Mathematical Programming,1978,04_Retrieval_and_Search/21_Submodular_Maximization_Nemhauser_Wolsey_Fisher_1978.pdf,https://www.cs.cmu.edu/~aarti/Class/10704_Fall16/submod-max.pdf,Classical greedy submodular guarantee
04_Retrieval_and_Search,Baseline,A Class of Submodular Functions for Document Summarization,ACL,2011,04_Retrieval_and_Search/22_Submodular_Document_Summarization_ACL_2011.pdf,https://aclanthology.org/P11-1052.pdf,Applied submodular selection baseline
05_Citation_and_Evaluation,Core,Enabling Large Language Models to Generate Text with Citations,EMNLP,2023,05_Citation_and_Evaluation/01_ALCE_EMNLP_2023.pdf,https://aclanthology.org/2023.emnlp-main.398.pdf,Citation precision recall and correctness evaluation
05_Citation_and_Evaluation,Supporting,RARR: Researching and Revising What Language Models Say Using Language Models,ACL,2023,05_Citation_and_Evaluation/02_RARR_ACL_2023.pdf,https://aclanthology.org/2023.acl-long.910.pdf,Marginal: revises model output whereas GRAFT freezes the SLM
05_Citation_and_Evaluation,Core,Synchronous Faithfulness Monitoring for Trustworthy Retrieval-Augmented Generation,EMNLP,2024,05_Citation_and_Evaluation/03_SynCheck_EMNLP_2024.pdf,https://aclanthology.org/2024.emnlp-main.527.pdf,Costed post-hoc faithfulness monitor for Stage E
05_Citation_and_Evaluation,Core,VeriCite: Towards Reliable Citations in RAG via Rigorous Verification,SIGIR-AP,2025,05_Citation_and_Evaluation/04_VeriCite_SIGIR_AP_2025.pdf,https://arxiv.org/pdf/2510.11394,Citation verification ablation evidence
05_Citation_and_Evaluation,Supporting,Self-RAG: Learning to Retrieve Generate and Critique through Self-Reflection,ICLR,2024,05_Citation_and_Evaluation/05_Self_RAG_ICLR_2024.pdf,https://arxiv.org/pdf/2310.11511,Adaptive retrieval only: NOT evidence for answer abstention
05_Citation_and_Evaluation,Supporting,ContextCite: Attributing Model Generation to Context,NeurIPS,2024,05_Citation_and_Evaluation/06_ContextCite_NeurIPS_2024.pdf,https://arxiv.org/pdf/2409.00729,Context attribution and leave-one-out cost
05_Citation_and_Evaluation,Provisional,AttriBoT: A Bag of Tricks for Efficiently Approximating Leave-One-Out Context Attribution,arXiv,2024,05_Citation_and_Evaluation/07_AttriBoT_2024.pdf,https://arxiv.org/pdf/2411.15102,Efficient leave-one-out approximation
05_Citation_and_Evaluation,Core,Lost in the Middle: How Language Models Use Long Contexts,TACL,2024,05_Citation_and_Evaluation/08_Lost_in_the_Middle_TACL_2024.pdf,https://aclanthology.org/2024.tacl-1.9.pdf,Long-context position effects on the frozen reader
05_Citation_and_Evaluation,Core,The Hitchhiker's Guide to Testing Statistical Significance in Natural Language Processing,ACL,2018,05_Citation_and_Evaluation/09_Statistical_Significance_in_NLP_ACL_2018.pdf,https://aclanthology.org/P18-1128.pdf,Predeclared decision rule and multiple-comparison protocol
05_Citation_and_Evaluation,Core,Selective Classification for Deep Neural Networks,NeurIPS,2017,05_Citation_and_Evaluation/10_Selective_Classification_NeurIPS_2017.pdf,https://arxiv.org/pdf/1705.08500,Risk-coverage evaluation for the answerability gate
05_Citation_and_Evaluation,Core,On Calibration of Modern Neural Networks,ICML,2017,05_Citation_and_Evaluation/11_Calibration_Modern_Neural_Networks_ICML_2017.pdf,https://arxiv.org/pdf/1706.04599,Calibration metrics for decoder confidence and gate thresholds
06_RL_and_Set_Baselines,Core,Set Transformer: A Framework for Attention-based Permutation-Invariant Neural Networks,ICML,2019,06_RL_and_Set_Baselines/01_Set_Transformer_ICML_2019.pdf,https://proceedings.mlr.press/v97/lee19d/lee19d.pdf,Permutation-invariant supervised set baseline
06_RL_and_Set_Baselines,Supporting,Set Generation Networks for End-to-End Knowledge Base Population,EMNLP,2021,06_RL_and_Set_Baselines/02_Set_Generation_for_KB_Population_EMNLP_2021.pdf,https://aclanthology.org/2021.emnlp-main.760.pdf,Order-free matching and set generation
06_RL_and_Set_Baselines,Supporting,Data Shapley: Equitable Valuation of Data for Machine Learning,ICML,2019,06_RL_and_Set_Baselines/03_Data_Shapley_ICML_2019.pdf,https://proceedings.mlr.press/v97/ghorbani19c/ghorbani19c.pdf,Marginal: counterfactual credit was de-emphasised in plan v1.1
06_RL_and_Set_Baselines,Core,Proximal Policy Optimization Algorithms,arXiv,2017,06_RL_and_Set_Baselines/04_PPO_2017.pdf,https://arxiv.org/pdf/1707.06347,Canonical PPO learning baseline
06_RL_and_Set_Baselines,Core,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,arXiv,2024,06_RL_and_Set_Baselines/05_DeepSeekMath_GRPO_2024.pdf,https://arxiv.org/pdf/2402.03300,Original GRPO formulation
06_RL_and_Set_Baselines,Baseline,Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,arXiv,2025,06_RL_and_Set_Baselines/06_Search_R1_2025.pdf,https://arxiv.org/pdf/2503.09516,GRPO-style search-agent comparator: implementation inspiration only
07_Datasets,Core,Constructing A Multi-hop QA Dataset for Comprehensive Evaluation of Reasoning Steps,COLING,2020,07_Datasets/01_2WikiMultiHopQA_COLING_2020.pdf,https://aclanthology.org/2020.coling-main.580.pdf,Gold evidence as subject-property-object reasoning paths: primary Stage D proof supervision
07_Datasets,Core,MuSiQue: Multihop Questions via Single-hop Question Composition,TACL,2022,07_Datasets/02_MuSiQue_TACL_2022.pdf,https://aclanthology.org/2022.tacl-1.31.pdf,Answerable/unanswerable contrast pairs for the answerability gate
07_Datasets,Baseline,"HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering",EMNLP,2018,07_Datasets/03_HotpotQA_EMNLP_2018.pdf,https://aclanthology.org/D18-1259.pdf,Sentence-level supporting facts and the standard search-baseline testbed
07_Datasets,Core,Dialogue-Based Relation Extraction,ACL,2020,07_Datasets/04_DialogRE_ACL_2020.pdf,https://aclanthology.org/2020.acl-main.444.pdf,Conversational relation supervision for decoder D3 with progressive F1c metric
07_Datasets,Core,Conversational Entity Linking: Problem Definition and Datasets,SIGIR,2021,07_Datasets/05_ConEL_SIGIR_2021.pdf,https://arxiv.org/pdf/2105.04903,Conversational entity linking task definition for decoder D1
07_Datasets,Core,"Personal Entity, Concept, and Named Entity Linking in Conversations",CIKM,2022,07_Datasets/06_ConEL2_CREL_CIKM_2022.pdf,https://arxiv.org/pdf/2206.07836,Personal-entity annotations matching the CREATE_NEW_ENTITY action in D1
07_Datasets,Core,Revisiting DocRED - Addressing the False Negative Problem in Relation Extraction,EMNLP,2022,07_Datasets/07_Re_DocRED_EMNLP_2022.pdf,https://aclanthology.org/2022.emnlp-main.580.pdf,Document-level relation supervision without DocRED false negatives
07_Datasets,Core,TORQUE: A Reading Comprehension Dataset of Temporal Ordering Questions,EMNLP,2020,07_Datasets/08_TORQUE_EMNLP_2020.pdf,https://aclanthology.org/2020.emnlp-main.88.pdf,Temporal ordering supervision for decoder D4
07_Datasets,Supporting,A Multi-Axis Annotation Scheme for Event Temporal Relations,ACL,2018,07_Datasets/09_MATRES_ACL_2018.pdf,https://aclanthology.org/P18-1122.pdf,MATRES temporal relation annotation underlying TORQUE
07_Datasets,Supporting,Beyond Goldfish Memory: Long-Term Open-Domain Conversation,ACL,2022,07_Datasets/10_MSC_ACL_2022.pdf,https://aclanthology.org/2022.acl-long.356.pdf,Multi-Session Chat: third benchmark used by Memory-R1
07_Datasets,Supporting,From Recall to Forgetting: Benchmarking Long-Term Memory for Personalized Agents,arXiv,2026,07_Datasets/11_Memora_Benchmark_2026.pdf,https://arxiv.org/pdf/2604.20006,Forgetting-Aware Memory Accuracy metric measuring the supersession claim
